TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2022,1,22,20,15,10XX PARKER ST,Strathcona,494080.0022,5458126.759
Break and Enter Commercial,2022,5,30,4,42,10XX RAYMUR AVE,Strathcona,494011.8703,5458691.231
Break and Enter Commercial,2022,1,13,3,33,10XX STATION ST,Strathcona,492837.9336,5458068.253
Break and Enter Commercial,2022,3,24,21,54,10XX VERNON DR,Strathcona,494274.836,5458072.496
Break and Enter Commercial,2022,7,13,2,15,11XX E HASTINGS ST,Strathcona,494148.911,5458699.455
Break and Enter Commercial,2022,3,8,7,12,11XX E PENDER ST,Strathcona,494166.864,5458585.125
Break and Enter Commercial,2022,3,26,14,0,11XX VERNON DR,Strathcona,494273.6322,5457999.873
Break and Enter Commercial,2022,4,27,7,10,11XX VERNON DR,Strathcona,494273.6322,5457999.873
Break and Enter Commercial,2022,1,30,6,57,11XX WILLIAM ST,Strathcona,494196.0232,5457932.313
Break and Enter Commercial,2022,3,5,9,0,12XX E 2ND AVE,Strathcona,494287.6423,5457341.666
Break and Enter Commercial,2022,4,17,15,30,12XX E 2ND AVE,Strathcona,494287.6423,5457341.666
Break and Enter Commercial,2022,4,17,17,38,12XX E 2ND AVE,Strathcona,494360.9946,5457340.254
Break and Enter Commercial,2022,5,31,3,45,12XX E HASTINGS ST,Strathcona,494373.5721,5458740.095
Break and Enter Commercial,2022,3,27,3,0,12XX E PENDER ST,Strathcona,494315.5427,5458623.329
Break and Enter Commercial,2022,2,12,13,0,12XX E PENDER ST,Strathcona,494352.5672,5458631.235
Break and Enter Commercial,2022,2,9,21,0,12XX FRANCES ST,Strathcona,494273.9004,5458524.136
Break and Enter Commercial,2022,3,9,7,47,17XX VERNON DR,Strathcona,494267.6584,5457357.48
Break and Enter Commercial,2022,3,3,18,0,1XX MAIN ST,Strathcona,492765.7564,5458980.089
Break and Enter Commercial,2022,6,10,16,46,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Break and Enter Commercial,2022,6,8,0,27,2XX E GEORGIA ST,Strathcona,492767.4329,5458423.408
Break and Enter Commercial,2022,4,27,23,0,2XX E GEORGIA ST,Strathcona,492785.7057,5458432.144
Break and Enter Commercial,2022,4,25,3,55,2XX E GEORGIA ST,Strathcona,492924.2689,5458429.027
Break and Enter Commercial,2022,1,2,2,0,2XX E GEORGIA ST,Strathcona,492935.5844,5458419.626
Break and Enter Commercial,2022,4,19,9,21,2XX E HASTINGS ST,Strathcona,492843.8126,5458730.455
Break and Enter Commercial,2022,3,16,4,18,2XX E PENDER ST,Strathcona,492801.0095,5458632.971
Break and Enter Commercial,2022,5,4,6,30,2XX E PENDER ST,Strathcona,492840.5313,5458631.771
Break and Enter Commercial,2022,3,31,0,0,2XX KEEFER ST,Strathcona,492820.0687,5458523.307
Break and Enter Commercial,2022,7,9,7,9,2XX KEEFER ST,Strathcona,492820.3377,5458532.447
Break and Enter Commercial,2022,3,8,3,15,2XX KEEFER ST,Strathcona,492870.7456,5458521.816
Break and Enter Commercial,2022,2,22,14,0,2XX POWELL ST,Strathcona,492840.0974,5458944.582
Break and Enter Commercial,2022,4,7,10,30,2XX UNION ST,Strathcona,492849.1055,5458330.838
Break and Enter Commercial,2022,4,7,5,32,3XX DUNLEVY AVE,Strathcona,493059.4507,5458827.069
Break and Enter Commercial,2022,3,15,22,15,3XX POWELL ST,Strathcona,492927.5414,5458932.758
Break and Enter Commercial,2022,3,15,22,54,3XX POWELL ST,Strathcona,492928.5326,5458932.728
Break and Enter Commercial,2022,6,30,6,30,3XX RAILWAY ST,Strathcona,493034.7769,5459113.397
Break and Enter Commercial,2022,4,12,23,11,4XX DUNLEVY AVE,Strathcona,493064.8573,5458695.586
Break and Enter Commercial,2022,5,26,9,26,4XX E HASTINGS ST,Strathcona,493148.1421,5458721.723
Break and Enter Commercial,2022,6,1,7,24,4XX E HASTINGS ST,Strathcona,493148.1421,5458721.723
Break and Enter Commercial,2022,5,5,3,40,4XX INDUSTRIAL AVE,Strathcona,493026.6494,5457415.717
Break and Enter Commercial,2022,2,21,16,25,4XX PRIOR ST,Strathcona,493180.0871,5458212.746
Break and Enter Commercial,2022,3,26,20,17,4XX RAILWAY ST,Strathcona,493090.2859,5459135.882
Break and Enter Commercial,2022,5,24,1,0,4XX RAILWAY ST,Strathcona,493208.7742,5459123.192
Break and Enter Commercial,2022,2,22,2,54,4XX TERMINAL AVE,Strathcona,493127.9789,5457693.197
Break and Enter Commercial,2022,3,9,6,27,4XX TERMINAL AVE,Strathcona,493127.9789,5457693.197
Break and Enter Commercial,2022,1,24,13,8,5XX E HASTINGS ST,Strathcona,493264.4067,5458718.046
Break and Enter Commercial,2022,6,28,10,14,5XX E HASTINGS ST,Strathcona,493272.5649,5458726.923
Break and Enter Commercial,2022,1,18,9,0,5XX GREAT NORTHERN WAY,Strathcona,493300.4716,5457123.228
Break and Enter Commercial,2022,4,17,2,20,5XX GREAT NORTHERN WAY,Strathcona,493300.4716,5457123.228
Break and Enter Commercial,2022,3,15,17,56,5XX MAIN ST,Strathcona,492751.8396,5458578.973
Break and Enter Commercial,2022,4,10,18,10,5XX MALKIN AVE,Strathcona,493185.2823,5458214.015
Break and Enter Commercial,2022,5,12,19,0,5XX RAILWAY ST,Strathcona,493229.8651,5459116.074
Break and Enter Commercial,2022,5,3,22,41,5XX RAYMUR AVE,Strathcona,493983.0058,5458566.509
Break and Enter Commercial,2022,4,2,2,0,6XX E HASTINGS ST,Strathcona,493457.041,5458712.356
Break and Enter Commercial,2022,7,12,3,14,6XX GORE AVE,Strathcona,492932.0917,5458461.959
Break and Enter Commercial,2022,2,1,0,0,6XX HEATLEY AVE,Strathcona,493477.3513,5458494.45
Break and Enter Commercial,2022,3,20,9,15,6XX MAIN ST,Strathcona,492749.1358,5458480.111
Break and Enter Commercial,2022,1,11,1,17,6XX POWELL ST,Strathcona,493473.3172,5458925.344
Break and Enter Commercial,2022,1,24,12,34,6XX TERMINAL AVE,Strathcona,493478.791,5457603.452
Break and Enter Commercial,2022,3,8,12,12,7XX E CORDOVA ST,Strathcona,493627.1628,5458810.73
Break and Enter Commercial,2022,5,5,1,34,7XX E CORDOVA ST,Strathcona,493652.9575,5458819.024
Break and Enter Commercial,2022,7,15,0,33,7XX POWELL ST,Strathcona,493538.7796,5458914.209
Break and Enter Commercial,2022,6,27,8,38,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Break and Enter Commercial,2022,6,30,8,20,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Break and Enter Commercial,2022,3,13,4,17,7XX TERMINAL AVE,Strathcona,493619.4349,5457566.918
Break and Enter Commercial,2022,2,22,0,30,8XX E HASTINGS ST,Strathcona,493688.7831,5458702.397
Break and Enter Commercial,2022,1,11,17,30,8XX E HASTINGS ST,Strathcona,493761.6688,5458709.174
Break and Enter Commercial,2022,3,20,8,30,8XX GREAT NORTHERN WAY,Strathcona,493822.3157,5457023.346
Break and Enter Commercial,2022,7,1,6,19,8XX POWELL ST,Strathcona,493701.6432,5458908.584
Break and Enter Commercial,2022,5,9,21,0,8XX POWELL ST,Strathcona,493715.3729,5458907.895
Break and Enter Commercial,2022,1,20,23,42,9XX EVANS AVE,Strathcona,493982.4806,5457584.235
Break and Enter Commercial,2022,5,2,1,21,9XX EVANS AVE,Strathcona,493982.4806,5457584.235
Break and Enter Commercial,2022,1,29,19,6,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Break and Enter Residential/Other,2022,5,6,20,7,10XX KEEFER ST,Strathcona,494057.3744,5458484.073
Break and Enter Residential/Other,2022,2,11,15,31,11XX CHARLES ST,Strathcona,494213.5338,5457820.728
Break and Enter Residential/Other,2022,5,22,14,35,12XX RAYMUR AVE,Strathcona,493985.465,5457849.355
Break and Enter Residential/Other,2022,6,24,18,40,17XX COTTRELL ST,Strathcona,493901.1843,5457451.159
Break and Enter Residential/Other,2022,2,24,11,0,1XX DUNLEVY AVE,Strathcona,493063.919,5458989.993
Break and Enter Residential/Other,2022,1,27,10,0,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.181
Break and Enter Residential/Other,2022,1,26,10,30,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.069
Break and Enter Residential/Other,2022,4,19,7,59,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.069
Break and Enter Residential/Other,2022,3,5,15,19,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Break and Enter Residential/Other,2022,6,21,19,24,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Break and Enter Residential/Other,2022,7,14,19,12,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Break and Enter Residential/Other,2022,6,3,20,30,2XX E HASTINGS ST,Strathcona,492807.2631,5458740.517
Break and Enter Residential/Other,2022,2,8,22,26,2XX E HASTINGS ST,Strathcona,492808.4315,5458740.488
Break and Enter Residential/Other,2022,2,18,23,0,2XX E HASTINGS ST,Strathcona,492812.1101,5458740.395
Break and Enter Residential/Other,2022,2,28,10,19,2XX E HASTINGS ST,Strathcona,492847.009,5458739.522
Break and Enter Residential/Other,2022,7,10,2,0,2XX E HASTINGS ST,Strathcona,492892.638,5458729.232
Break and Enter Residential/Other,2022,5,30,2,0,3XX E CORDOVA ST,Strathcona,492922.4174,5458841.678
Break and Enter Residential/Other,2022,3,29,4,0,3XX E CORDOVA ST,Strathcona,493011.3295,5458829.583
Break and Enter Residential/Other,2022,2,14,4,0,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.752
Break and Enter Residential/Other,2022,4,4,22,0,3XX E PENDER ST,Strathcona,492963.2468,5458627.98
Break and Enter Residential/Other,2022,2,8,20,25,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Break and Enter Residential/Other,2022,6,11,0,56,3XX POWELL ST,Strathcona,493023.3722,5458938.952
Break and Enter Residential/Other,2022,3,8,13,45,3XX PRINCESS AVE,Strathcona,493344.0156,5458748.212
Break and Enter Residential/Other,2022,5,8,10,58,3XX PRIOR ST,Strathcona,492986.8037,5458230.319
Break and Enter Residential/Other,2022,1,8,15,25,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.942
Break and Enter Residential/Other,2022,2,12,18,7,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.257
Break and Enter Residential/Other,2022,1,20,5,13,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Break and Enter Residential/Other,2022,2,6,22,55,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Break and Enter Residential/Other,2022,5,27,8,47,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Break and Enter Residential/Other,2022,7,13,2,36,4XX HEATLEY AVE,Strathcona,493482.7411,5458677.739
Break and Enter Residential/Other,2022,2,19,22,41,4XX KEEFER ST,Strathcona,493155.1691,5458513.305
Break and Enter Residential/Other,2022,4,8,20,0,6XX ATLANTIC ST,Strathcona,493370.2139,5458118.131
Break and Enter Residential/Other,2022,3,9,12,0,6XX E CORDOVA ST,Strathcona,493425.3686,5458826.424
Break and Enter Residential/Other,2022,6,20,11,0,6XX GORE AVE,Strathcona,492936.7518,5458513.853
Break and Enter Residential/Other,2022,2,13,15,2,6XX JACKSON AVE,Strathcona,493191.6376,5458428.859
Break and Enter Residential/Other,2022,2,3,6,20,6XX POWELL ST,Strathcona,493447.5005,5458916.979
Break and Enter Residential/Other,2022,2,15,12,8,6XX POWELL ST,Strathcona,493447.5005,5458916.979
Break and Enter Residential/Other,2022,6,3,6,30,6XX PRINCESS AVE,Strathcona,493344.3921,5458494.967
Break and Enter Residential/Other,2022,3,13,17,0,7XX HAWKS AVE,Strathcona,493655.7396,5458370.034
Break and Enter Residential/Other,2022,6,15,10,39,7XX JACKSON AVE,Strathcona,493190.4495,5458389.259
Break and Enter Residential/Other,2022,3,3,5,0,7XX PRINCESS AVE,Strathcona,493341.2453,5458392.382
Break and Enter Residential/Other,2022,2,8,21,0,8XX E GEORGIA ST,Strathcona,493686.5969,5458397.052
Break and Enter Residential/Other,2022,3,6,16,30,8XX E PENDER ST,Strathcona,493732.7386,5458606.013
Break and Enter Residential/Other,2022,1,8,19,11,9XX STATION ST,Strathcona,492790.7674,5458143.099
Homicide,2022,5,7,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0,0
Mischief,2022,2,15,20,0,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,3,20,8,23,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,4,12,19,50,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,4,22,19,17,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,6,7,17,51,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,6,16,17,52,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,6,21,19,50,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,6,22,17,17,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,6,29,8,31,10XX E PENDER ST,Strathcona,493990.6884,5458599.46
Mischief,2022,1,19,19,56,10XX KEEFER ST,Strathcona,494062.2811,5458493.198
Mischief,2022,1,13,14,37,10XX MAIN ST,Strathcona,492743.2373,5458089.609
Mischief,2022,1,22,2,0,10XX MAIN ST,Strathcona,492743.7962,5458111.135
Mischief,2022,5,4,20,36,10XX MAIN ST,Strathcona,492744.148,5458124.665
Mischief,2022,1,19,10,32,10XX MALKIN AVE,Strathcona,494000.3691,5457817.058
Mischief,2022,5,25,22,10,10XX RAYMUR AVE,Strathcona,494011.8703,5458691.231
Mischief,2022,4,11,10,2,10XX STATION ST,Strathcona,492788.8096,5458080.018
Mischief,2022,2,6,16,23,10XX VENABLES ST,Strathcona,494021.5159,5458237.886
Mischief,2022,5,2,17,0,11XX E GEORGIA ST,Strathcona,494116.6686,5458385.149
Mischief,2022,6,18,17,30,11XX E HASTINGS ST,Strathcona,494140.0196,5458690.115
Mischief,2022,7,13,2,15,11XX E HASTINGS ST,Strathcona,494148.911,5458699.455
Mischief,2022,4,18,21,38,11XX E HASTINGS ST,Strathcona,494225.5817,5458699.461
Mischief,2022,3,7,16,47,11XX FRANKLIN ST,Strathcona,494139.1409,5458847
Mischief,2022,4,2,17,13,11XX FRANKLIN ST,Strathcona,494139.1409,5458847
Mischief,2022,3,21,22,30,11XX GRANT ST,Strathcona,494207.007,5457637.014
Mischief,2022,5,26,1,0,11XX KEEFER ST,Strathcona,494134.1649,5458483.873
Mischief,2022,7,1,21,8,11XX UNION ST,Strathcona,494158.9009,5458292.644
Mischief,2022,5,16,16,44,11XX UNION ST,Strathcona,494192.4171,5458291.731
Mischief,2022,6,27,1,55,12XX E HASTINGS ST,Strathcona,494248.74,5458707.359
Mischief,2022,4,3,9,48,12XX E PENDER ST,Strathcona,494245.2387,5458634.839
Mischief,2022,1,18,7,30,12XX E PENDER ST,Strathcona,494277.9299,5458633.742
Mischief,2022,6,19,17,30,12XX MAIN ST,Strathcona,492739.5287,5457951.209
Mischief,2022,4,19,14,57,12XX VERNON DR,Strathcona,494282.1881,5457922.499
Mischief,2022,4,29,2,54,15XX VERNON DR,Strathcona,494276.6448,5457555.223
Mischief,2022,6,8,6,37,15XX VERNON DR,Strathcona,494276.7411,5457557.165
Mischief,2022,6,10,17,38,15XX VERNON DR,Strathcona,494276.7411,5457557.165
Mischief,2022,6,18,17,24,15XX VERNON DR,Strathcona,494276.7411,5457557.165
Mischief,2022,4,13,23,30,16XX MAIN ST,Strathcona,492686.5331,5457509.02
Mischief,2022,4,18,2,0,16XX MAIN ST,Strathcona,492686.5331,5457509.02
Mischief,2022,6,14,5,11,18XX CLARK DR,Strathcona,494366.004,5457252.892
Mischief,2022,1,14,6,51,1XX DUNLEVY AVE,Strathcona,493063.919,5458989.993
Mischief,2022,7,1,8,31,1XX DUNLEVY AVE,Strathcona,493063.919,5458989.993
Mischief,2022,5,11,1,11,1XX DUNLEVY AVE,Strathcona,493064.1212,5458997.393
Mischief,2022,6,30,0,0,1XX DUNLEVY AVE,Strathcona,493073.5652,5459008.261
Mischief,2022,2,22,17,0,1XX DUNLEVY AVE,Strathcona,493074.1213,5459028.591
Mischief,2022,6,19,9,0,1XX HEATLEY AVE,Strathcona,493504.0949,5459020.528
Mischief,2022,6,19,9,27,1XX MAIN ST,Strathcona,492768.9288,5459042.102
Mischief,2022,1,26,10,30,1XX PRINCESS AVE,Strathcona,493350.5691,5459014.069
Mischief,2022,5,16,17,0,20XX CLARK DR,Strathcona,494363.6763,5457086.863
Mischief,2022,1,10,19,4,2XX ALEXANDER ST,Strathcona,492865.6921,5459044.85
Mischief,2022,1,4,8,0,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Mischief,2022,7,4,16,15,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Mischief,2022,7,6,21,36,2XX DUNLEVY AVE,Strathcona,493061.6671,5458907.623
Mischief,2022,5,5,15,0,2XX E 1ST AVE,Strathcona,492792.0692,5457409.515
Mischief,2022,3,31,21,13,2XX E CORDOVA ST,Strathcona,492755.5644,5458837.437
Mischief,2022,6,19,2,45,2XX E CORDOVA ST,Strathcona,492755.5644,5458837.437
Mischief,2022,6,19,13,7,2XX E CORDOVA ST,Strathcona,492755.5644,5458837.437
Mischief,2022,4,13,21,8,2XX E CORDOVA ST,Strathcona,492761.2975,5458837.271
Mischief,2022,4,24,11,44,2XX E CORDOVA ST,Strathcona,492808.2006,5458835.916
Mischief,2022,3,29,5,41,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.855
Mischief,2022,4,7,19,50,2XX E CORDOVA ST,Strathcona,492810.3136,5458835.855
Mischief,2022,5,11,9,20,2XX E CORDOVA ST,Strathcona,492848.7014,5458843.893
Mischief,2022,6,29,6,19,2XX E CORDOVA ST,Strathcona,492850.4943,5458843.842
Mischief,2022,3,20,0,0,2XX E GEORGIA ST,Strathcona,492752.9791,5458423.733
Mischief,2022,3,24,10,58,2XX E GEORGIA ST,Strathcona,492752.9791,5458423.733
Mischief,2022,6,13,22,0,2XX E GEORGIA ST,Strathcona,492752.9791,5458423.733
Mischief,2022,5,5,19,27,2XX E GEORGIA ST,Strathcona,492767.4329,5458423.408
Mischief,2022,1,12,1,42,2XX E GEORGIA ST,Strathcona,492801.1715,5458422.65
Mischief,2022,3,24,3,30,2XX E GEORGIA ST,Strathcona,492801.1715,5458422.65
Mischief,2022,6,27,0,5,2XX E GEORGIA ST,Strathcona,492801.1715,5458422.65
Mischief,2022,5,24,9,0,2XX E GEORGIA ST,Strathcona,492818.0211,5458422.271
Mischief,2022,6,28,4,27,2XX E GEORGIA ST,Strathcona,492843.6211,5458430.841
Mischief,2022,4,8,21,20,2XX E GEORGIA ST,Strathcona,492847.2559,5458421.613
Mischief,2022,2,4,15,0,2XX E GEORGIA ST,Strathcona,492851.3019,5458430.669
Mischief,2022,1,12,0,0,2XX E GEORGIA ST,Strathcona,492866.6634,5458430.323
Mischief,2022,3,2,13,41,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2022,3,15,22,20,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2022,5,27,20,20,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2022,6,11,12,1,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2022,6,27,19,34,2XX E HASTINGS ST,Strathcona,492757.755,5458732.61
Mischief,2022,2,16,12,0,2XX E HASTINGS ST,Strathcona,492807.0342,5458731.376
Mischief,2022,4,6,1,23,2XX E HASTINGS ST,Strathcona,492815.2161,5458740.318
Mischief,2022,4,19,9,21,2XX E HASTINGS ST,Strathcona,492843.8126,5458730.455
Mischief,2022,2,4,18,45,2XX E HASTINGS ST,Strathcona,492847.009,5458739.522
Mischief,2022,2,19,12,45,2XX E HASTINGS ST,Strathcona,492908.1681,5458728.843
Mischief,2022,3,29,13,39,2XX E PENDER ST,Strathcona,492750.3323,5458625.36
Mischief,2022,2,23,23,25,2XX E PENDER ST,Strathcona,492801.0095,5458632.971
Mischief,2022,2,11,10,34,2XX E PENDER ST,Strathcona,492805.3223,5458623.692
Mischief,2022,5,7,1,23,2XX E PENDER ST,Strathcona,492805.3223,5458623.692
Mischief,2022,6,11,1,0,2XX E PENDER ST,Strathcona,492836.8167,5458622.736
Mischief,2022,4,4,23,30,2XX E PENDER ST,Strathcona,492843.6913,5458622.527
Mischief,2022,4,19,14,42,2XX E WATERFRONT RD,Strathcona,492789.6939,5459123.26
Mischief,2022,4,9,22,36,2XX KEEFER ST,Strathcona,492754.9726,5458525.223
Mischief,2022,1,3,7,56,2XX KEEFER ST,Strathcona,492762.4837,5458525.002
Mischief,2022,4,27,3,38,2XX KEEFER ST,Strathcona,492762.4837,5458525.002
Mischief,2022,5,8,16,51,2XX KEEFER ST,Strathcona,492762.4837,5458525.002
Mischief,2022,5,13,21,40,2XX MAIN ST,Strathcona,492762.5001,5458916.923
Mischief,2022,2,8,6,0,2XX POWELL ST,Strathcona,492820.093,5458945.191
Mischief,2022,5,29,7,30,2XX PRINCESS AVE,Strathcona,493347.4155,5458906.577
Mischief,2022,3,3,0,0,2XX PRINCESS AVE,Strathcona,493356.4216,5458891.754
Mischief,2022,3,13,16,11,2XX UNION ST,Strathcona,492849.1055,5458330.838
Mischief,2022,4,7,10,30,2XX UNION ST,Strathcona,492849.1055,5458330.838
Mischief,2022,1,4,5,40,2XX UNION ST,Strathcona,492865.1914,5458321.062
Mischief,2022,2,10,17,46,2XX UNION ST,Strathcona,492865.1914,5458321.062
Mischief,2022,2,3,9,49,3XX ALEXANDER ST,Strathcona,492890.2142,5459034.847
Mischief,2022,1,19,8,0,3XX ALEXANDER ST,Strathcona,492900.992,5459043.655
Mischief,2022,5,16,15,50,3XX ALEXANDER ST,Strathcona,492925.6802,5459033.727
Mischief,2022,1,9,13,47,3XX ALEXANDER ST,Strathcona,492927.8688,5459033.657
Mischief,2022,5,15,22,12,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Mischief,2022,5,7,3,20,3XX ALEXANDER ST,Strathcona,493057.193,5459038.721
Mischief,2022,4,7,8,47,3XX E CORDOVA ST,Strathcona,492906.9814,5458833.041
Mischief,2022,2,16,10,37,3XX E HASTINGS ST,Strathcona,492918.7075,5458728.545
Mischief,2022,3,27,22,38,3XX E HASTINGS ST,Strathcona,492973.4393,5458736.071
Mischief,2022,3,10,21,35,3XX E HASTINGS ST,Strathcona,492973.9894,5458736.055
Mischief,2022,2,13,6,9,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.752
Mischief,2022,4,22,4,45,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.752
Mischief,2022,2,16,12,23,3XX E HASTINGS ST,Strathcona,493056.4793,5458724.462
Mischief,2022,1,6,19,3,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Mischief,2022,2,5,19,30,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Mischief,2022,2,5,19,30,3XX E PENDER ST,Strathcona,492932.3691,5458628.97
Mischief,2022,1,29,19,0,3XX E PENDER ST,Strathcona,492992.3479,5458617.899
Mischief,2022,1,13,14,25,3XX E WATERFRONT RD,Strathcona,492909.898,5459160.858
Mischief,2022,3,13,7,23,3XX GORE AVE,Strathcona,492906.9601,5458836.676
Mischief,2022,7,10,14,10,3XX GORE AVE,Strathcona,492906.9601,5458836.676
Mischief,2022,4,15,21,0,3XX HEATLEY AVE,Strathcona,493494.908,5458788.32
Mischief,2022,1,9,12,0,3XX HEATLEY AVE,Strathcona,493495.7112,5458818.224
Mischief,2022,6,28,20,22,3XX HEATLEY AVE,Strathcona,493495.7112,5458818.224
Mischief,2022,1,16,18,0,3XX JACKSON AVE,Strathcona,493212.6931,5458823.737
Mischief,2022,2,12,4,27,3XX KEEFER ST,Strathcona,493005.2732,5458517.811
Mischief,2022,3,25,20,55,3XX POWELL ST,Strathcona,492902.0617,5458933.544
Mischief,2022,3,28,9,40,3XX POWELL ST,Strathcona,492902.0617,5458933.544
Mischief,2022,3,28,19,51,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2022,4,9,10,55,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2022,2,1,19,15,3XX RAILWAY ST,Strathcona,492937.5883,5459089.376
Mischief,2022,6,16,6,37,3XX TERMINAL AVE,Strathcona,492883.0932,5457735.47
Mischief,2022,1,28,15,42,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.942
Mischief,2022,3,26,19,38,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,4,14,6,30,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,4,14,19,30,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,5,11,19,19,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,5,28,19,51,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,6,18,17,17,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,6,22,17,17,4XX DUNLEVY AVE,Strathcona,493055.3524,5458681.101
Mischief,2022,3,4,16,3,4XX E HASTINGS ST,Strathcona,493065.2895,5458724.2
Mischief,2022,3,9,16,16,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.257
Mischief,2022,4,30,14,46,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.257
Mischief,2022,6,5,4,57,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.257
Mischief,2022,1,4,3,40,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2022,2,6,22,55,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2022,1,12,12,0,4XX E HASTINGS ST,Strathcona,493115.2743,5458731.853
Mischief,2022,4,4,4,12,4XX E HASTINGS ST,Strathcona,493142.2075,5458721.9
Mischief,2022,1,21,20,0,4XX E PENDER ST,Strathcona,493065.4797,5458615.626
Mischief,2022,2,10,23,20,4XX E PENDER ST,Strathcona,493065.4797,5458615.626
Mischief,2022,6,17,23,0,4XX GORE AVE,Strathcona,492907.6743,5458724.755
Mischief,2022,4,23,16,18,4XX MAIN ST,Strathcona,492753.8355,5458682.652
Mischief,2022,5,19,13,15,4XX MAIN ST,Strathcona,492754.1531,5458715.574
Mischief,2022,3,2,9,12,4XX MAIN ST,Strathcona,492754.3113,5458731.969
Mischief,2022,4,25,0,54,4XX TERMINAL AVE,Strathcona,493101.1261,5457678.9
Mischief,2022,4,25,1,8,4XX TERMINAL AVE,Strathcona,493101.1261,5457678.9
Mischief,2022,5,10,18,0,5XX ATLANTIC ST,Strathcona,493245.9969,5458121.44
Mischief,2022,6,5,2,0,5XX E GEORGIA ST,Strathcona,493242.032,5458419.523
Mischief,2022,6,11,17,51,5XX E HASTINGS ST,Strathcona,493277.5548,5458717.608
Mischief,2022,6,21,17,50,5XX E HASTINGS ST,Strathcona,493277.5548,5458717.608
Mischief,2022,6,23,17,22,5XX E HASTINGS ST,Strathcona,493277.5548,5458717.608
Mischief,2022,6,14,12,24,5XX E HASTINGS ST,Strathcona,493340.446,5458715.515
Mischief,2022,6,9,11,5,5XX E PENDER ST,Strathcona,493205.6415,5458612.492
Mischief,2022,7,7,22,31,5XX GORE AVE,Strathcona,492927.6397,5458623.592
Mischief,2022,6,16,22,40,5XX GREAT NORTHERN WAY,Strathcona,493300.4716,5457123.228
Mischief,2022,6,17,1,1,5XX HAWKS AVE,Strathcona,493651.4215,5458557.65
Mischief,2022,6,26,22,15,5XX HAWKS AVE,Strathcona,493651.7546,5458573.24
